sample_id	study_id	cell_or_tissue
SAMN02768409	SRP041826	monocyte
SAMN02768425	SRP041826	monocyte
SAMN02768403	SRP041826	monocyte
SAMN02768404	SRP041826	monocyte
SAMN02768416	SRP041826	monocyte
SAMN02768406	SRP041826	monocyte
SAMN02768417	SRP041826	monocyte
SAMN02768415	SRP041826	monocyte
SAMN02768402	SRP041826	monocyte
SAMN02768397	SRP041826	monocyte
SAMN02768398	SRP041826	monocyte
SAMN02768392	SRP041826	monocyte
SAMN02768420	SRP041826	monocyte
SAMN02768395	SRP041826	monocyte
SAMN02768394	SRP041826	monocyte
SAMN02768413	SRP041826	monocyte
SAMN02768428	SRP041826	monocyte
SAMN02768407	SRP041826	monocyte
SAMN02768405	SRP041826	monocyte
SAMN02768429	SRP041826	monocyte
SAMN02768393	SRP041826	monocyte
SAMN02768418	SRP041826	monocyte
SAMN02768423	SRP041826	monocyte
SAMN02767341	SRP041840	epithelial cell
SAMN02767339	SRP041840	epithelial cell
SAMN02767335	SRP041840	epithelial cell
SAMN02767343	SRP041840	epithelial cell
SAMN02767337	SRP041840	epithelial cell
SAMN02767345	SRP041840	epithelial cell
SAMN02769866	SRP041955	PBMC
SAMN02769867	SRP041955	PBMC
SAMN02769868	SRP041955	PBMC
SAMN02769878	SRP041955	PBMC
SAMN02769876	SRP041955	PBMC
SAMN02769882	SRP041955	PBMC
SAMN02769872	SRP041955	PBMC
SAMN02769873	SRP041955	PBMC
SAMN02769880	SRP041955	PBMC
SAMN02769883	SRP041955	PBMC
SAMN02769884	SRP041955	PBMC
SAMN02769869	SRP041955	PBMC
SAMN02769875	SRP041955	PBMC
SAMN02769879	SRP041955	PBMC
SAMN02769877	SRP041955	PBMC
SAMN02769874	SRP041955	PBMC
SAMN02769871	SRP041955	PBMC
SAMN02769870	SRP041955	PBMC
SAMN02769865	SRP041955	PBMC
SAMN02769881	SRP041955	PBMC
SAMN02777040	SRP041956	epithelial cell
SAMN02777044	SRP041956	epithelial cell
SAMN02777039	SRP041956	epithelial cell
SAMN02777036	SRP041956	epithelial cell
SAMN02777042	SRP041956	epithelial cell
SAMN02777041	SRP041956	epithelial cell
SAMN02786892	SRP042086	adipose tissue
SAMN02786902	SRP042086	adipose tissue
SAMN02786897	SRP042086	adipose tissue
SAMN02786895	SRP042086	adipose tissue
SAMN02786890	SRP042086	adipose tissue
SAMN02786900	SRP042086	adipose tissue
SAMN02786903	SRP042086	adipose tissue
SAMN02786906	SRP042086	adipose tissue
SAMN02786904	SRP042086	adipose tissue
SAMN02786896	SRP042086	adipose tissue
SAMN02786899	SRP042086	adipose tissue
SAMN02786894	SRP042086	adipose tissue
SAMN02786891	SRP042086	adipose tissue
SAMN02786905	SRP042086	adipose tissue
SAMN02786889	SRP042086	adipose tissue
SAMN02786901	SRP042086	adipose tissue
SAMN02786898	SRP042086	adipose tissue
SAMN02786893	SRP042086	adipose tissue
SAMN02796367	SRP042153	embryonic stem cell
SAMN02796359	SRP042153	embryonic stem cell
SAMN02796365	SRP042153	embryonic stem cell
SAMN02796358	SRP042153	embryonic stem cell
SAMN02796361	SRP042153	embryonic stem cell
SAMN02796357	SRP042153	induced pluripotent stem cell
SAMN02796356	SRP042153	induced pluripotent stem cell
SAMN02796364	SRP042153	embryonic stem cell
SAMN02796360	SRP042153	embryonic stem cell
SAMN02796353	SRP042153	induced pluripotent stem cell
SAMN02796351	SRP042153	induced pluripotent stem cell
SAMN02796352	SRP042153	induced pluripotent stem cell
SAMN02796362	SRP042153	embryonic stem cell
SAMN02796363	SRP042153	embryonic stem cell
SAMN02796366	SRP042153	induced pluripotent stem cell
SAMN02796368	SRP042153	embryonic stem cell
SAMN02798074	SRP042186	white adipose tissue
SAMN02798083	SRP042186	white adipose tissue
SAMN02798080	SRP042186	white adipose tissue
SAMN02798079	SRP042186	white adipose tissue
SAMN02798089	SRP042186	brown adipose tissue
SAMN02798077	SRP042186	white adipose tissue
SAMN02798072	SRP042186	white adipose tissue
SAMN02798064	SRP042186	white adipose tissue
SAMN02798073	SRP042186	brown adipose tissue
SAMN02798065	SRP042186	white adipose tissue
SAMN02798062	SRP042186	white adipose tissue
SAMN02798084	SRP042186	white adipose tissue
SAMN02798063	SRP042186	white adipose tissue
SAMN02798091	SRP042186	brown adipose tissue
SAMN02798068	SRP042186	white adipose tissue
SAMN02798067	SRP042186	white adipose tissue
SAMN02798088	SRP042186	brown adipose tissue
SAMN02798071	SRP042186	white adipose tissue
SAMN02798081	SRP042186	white adipose tissue
SAMN02798076	SRP042186	brown adipose tissue
SAMN02798087	SRP042186	white adipose tissue
SAMN02798078	SRP042186	white adipose tissue
SAMN02798069	SRP042186	brown adipose tissue
SAMN02798082	SRP042186	white adipose tissue
SAMN03323286	SRP042228	ileum
SAMN03323188	SRP042228	ileum
SAMN03323243	SRP042228	ileum
SAMN03323136	SRP042228	ileum
SAMN03323113	SRP042228	ileum
SAMN03323242	SRP042228	ileum
SAMN03322990	SRP042228	ileum
SAMN03323259	SRP042228	ileum
SAMN03323100	SRP042228	ileum
SAMN03323280	SRP042228	ileum
SAMN03323267	SRP042228	ileum
SAMN03323059	SRP042228	ileum
SAMN03323212	SRP042228	ileum
SAMN03323016	SRP042228	ileum
SAMN03323097	SRP042228	ileum
SAMN03323209	SRP042228	ileum
SAMN03323290	SRP042228	ileum
SAMN03323294	SRP042228	ileum
SAMN03323085	SRP042228	ileum
SAMN03323205	SRP042228	ileum
SAMN03322973	SRP042228	ileum
SAMN03322992	SRP042228	ileum
SAMN03322989	SRP042228	ileum
SAMN03323175	SRP042228	ileum
SAMN03323014	SRP042228	ileum
SAMN03323129	SRP042228	ileum
SAMN03322998	SRP042228	ileum
SAMN03323075	SRP042228	ileum
SAMN03323137	SRP042228	ileum
SAMN03322995	SRP042228	ileum
SAMN03323156	SRP042228	ileum
SAMN03323044	SRP042228	ileum
SAMN03323220	SRP042228	ileum
SAMN03323128	SRP042228	ileum
SAMN03323210	SRP042228	ileum
SAMN03322968	SRP042228	ileum
SAMN03323046	SRP042228	ileum
SAMN03322979	SRP042228	ileum
SAMN03323130	SRP042228	ileum
SAMN03323264	SRP042228	ileum
SAMN03323091	SRP042228	ileum
SAMN03323246	SRP042228	ileum
SAMN03323076	SRP042228	ileum
SAMN03323215	SRP042228	ileum
SAMN03323099	SRP042228	ileum
SAMN03323102	SRP042228	ileum
SAMN03322988	SRP042228	ileum
SAMN03323031	SRP042228	ileum
SAMN03323214	SRP042228	ileum
SAMN03322985	SRP042228	ileum
SAMN03323236	SRP042228	ileum
SAMN03323213	SRP042228	ileum
SAMN03323114	SRP042228	ileum
SAMN03323002	SRP042228	ileum
SAMN03323132	SRP042228	ileum
SAMN03322996	SRP042228	ileum
SAMN03323057	SRP042228	ileum
SAMN03323233	SRP042228	ileum
SAMN03323007	SRP042228	ileum
SAMN03322999	SRP042228	ileum
SAMN03323269	SRP042228	ileum
SAMN03323094	SRP042228	ileum
SAMN03323010	SRP042228	ileum
SAMN03323217	SRP042228	ileum
SAMN03323106	SRP042228	ileum
SAMN03323225	SRP042228	ileum
SAMN03323064	SRP042228	ileum
SAMN03323285	SRP042228	ileum
SAMN03323008	SRP042228	ileum
SAMN03323141	SRP042228	ileum
SAMN03323022	SRP042228	ileum
SAMN03323293	SRP042228	ileum
SAMN03323103	SRP042228	ileum
SAMN03323133	SRP042228	ileum
SAMN03323173	SRP042228	ileum
SAMN03323281	SRP042228	ileum
SAMN03323028	SRP042228	ileum
SAMN03323049	SRP042228	ileum
SAMN03323026	SRP042228	ileum
SAMN03323275	SRP042228	ileum
SAMN03322982	SRP042228	ileum
SAMN03323144	SRP042228	ileum
SAMN03323237	SRP042228	ileum
SAMN03323050	SRP042228	ileum
SAMN03323025	SRP042228	ileum
SAMN03323073	SRP042228	ileum
SAMN03323219	SRP042228	ileum
SAMN03323298	SRP042228	ileum
SAMN03323019	SRP042228	ileum
SAMN03322986	SRP042228	ileum
SAMN03323231	SRP042228	ileum
SAMN03322993	SRP042228	ileum
SAMN03322977	SRP042228	ileum
SAMN03323056	SRP042228	ileum
SAMN03323092	SRP042228	ileum
SAMN03323166	SRP042228	ileum
SAMN03323145	SRP042228	ileum
SAMN03323262	SRP042228	ileum
SAMN03323096	SRP042228	ileum
SAMN03323232	SRP042228	ileum
SAMN03323112	SRP042228	ileum
SAMN03323165	SRP042228	ileum
SAMN03323143	SRP042228	ileum
SAMN03323184	SRP042228	ileum
SAMN03323149	SRP042228	ileum
SAMN03323032	SRP042228	ileum
SAMN03322971	SRP042228	ileum
SAMN03323001	SRP042228	ileum
SAMN03323208	SRP042228	ileum
SAMN03323172	SRP042228	ileum
SAMN03323124	SRP042228	ileum
SAMN03323139	SRP042228	ileum
SAMN03323078	SRP042228	ileum
SAMN03323189	SRP042228	ileum
SAMN03323279	SRP042228	ileum
SAMN03323268	SRP042228	ileum
SAMN03322994	SRP042228	ileum
SAMN03322980	SRP042228	ileum
SAMN03323095	SRP042228	ileum
SAMN03323239	SRP042228	ileum
SAMN03322967	SRP042228	ileum
SAMN03323043	SRP042228	ileum
SAMN03323191	SRP042228	ileum
SAMN03323011	SRP042228	ileum
SAMN03323176	SRP042228	ileum
SAMN03322987	SRP042228	ileum
SAMN03323235	SRP042228	ileum
SAMN03323035	SRP042228	ileum
SAMN03323108	SRP042228	ileum
SAMN03322983	SRP042228	ileum
SAMN03323134	SRP042228	ileum
SAMN03323003	SRP042228	ileum
SAMN03323115	SRP042228	ileum
SAMN03323154	SRP042228	ileum
SAMN03323158	SRP042228	ileum
SAMN03323183	SRP042228	ileum
SAMN03323005	SRP042228	ileum
SAMN03323179	SRP042228	ileum
SAMN03323015	SRP042228	ileum
SAMN03323153	SRP042228	ileum
SAMN03323000	SRP042228	ileum
SAMN03323123	SRP042228	ileum
SAMN03323021	SRP042228	ileum
SAMN03323282	SRP042228	ileum
SAMN03323288	SRP042228	ileum
SAMN03323198	SRP042228	ileum
SAMN03323287	SRP042228	ileum
SAMN03323257	SRP042228	ileum
SAMN03323222	SRP042228	ileum
SAMN03323278	SRP042228	ileum
SAMN03323053	SRP042228	ileum
SAMN03323206	SRP042228	ileum
SAMN03323174	SRP042228	ileum
SAMN03322981	SRP042228	ileum
SAMN03323079	SRP042228	ileum
SAMN03323125	SRP042228	ileum
SAMN03323006	SRP042228	ileum
SAMN03323052	SRP042228	ileum
SAMN03323168	SRP042228	ileum
SAMN03323170	SRP042228	ileum
SAMN03323197	SRP042228	ileum
SAMN03323104	SRP042228	ileum
SAMN03323260	SRP042228	ileum
SAMN03323088	SRP042228	ileum
SAMN03323061	SRP042228	ileum
SAMN03323192	SRP042228	ileum
SAMN03323195	SRP042228	ileum
SAMN03323077	SRP042228	ileum
SAMN03323256	SRP042228	ileum
SAMN03323142	SRP042228	ileum
SAMN03323067	SRP042228	ileum
SAMN03322997	SRP042228	ileum
SAMN03323027	SRP042228	ileum
SAMN03323193	SRP042228	ileum
SAMN03323054	SRP042228	ileum
SAMN03323177	SRP042228	ileum
SAMN03323135	SRP042228	ileum
SAMN03323276	SRP042228	ileum
SAMN03323120	SRP042228	ileum
SAMN03323273	SRP042228	ileum
SAMN03323086	SRP042228	ileum
SAMN03323162	SRP042228	ileum
SAMN03323244	SRP042228	ileum
SAMN03323178	SRP042228	ileum
SAMN03323116	SRP042228	ileum
SAMN03323105	SRP042228	ileum
SAMN03323040	SRP042228	ileum
SAMN03323020	SRP042228	ileum
SAMN03323274	SRP042228	ileum
SAMN03323069	SRP042228	ileum
SAMN03323203	SRP042228	ileum
SAMN03323221	SRP042228	ileum
SAMN03323058	SRP042228	ileum
SAMN03322984	SRP042228	ileum
SAMN03323200	SRP042228	ileum
SAMN03323127	SRP042228	ileum
SAMN03323012	SRP042228	ileum
SAMN03323122	SRP042228	ileum
SAMN03323187	SRP042228	ileum
SAMN03323070	SRP042228	ileum
SAMN03323255	SRP042228	ileum
SAMN03323182	SRP042228	ileum
SAMN03323047	SRP042228	ileum
SAMN03323295	SRP042228	ileum
SAMN03323201	SRP042228	ileum
SAMN03322972	SRP042228	ileum
SAMN03323072	SRP042228	ileum
SAMN03323034	SRP042228	ileum
SAMN03323060	SRP042228	ileum
SAMN03323266	SRP042228	ileum
SAMN03323051	SRP042228	ileum
SAMN03323018	SRP042228	ileum
SAMN03323283	SRP042228	ileum
SAMN03323036	SRP042228	ileum
SAMN03323157	SRP042228	ileum
SAMN03323229	SRP042228	ileum
SAMN03323024	SRP042228	ileum
SAMN03322978	SRP042228	ileum
SAMN03323277	SRP042228	ileum
SAMN03323109	SRP042228	ileum
SAMN03323223	SRP042228	ileum
SAMN03323101	SRP042228	ileum
SAMN03323117	SRP042228	ileum
SAMN03323042	SRP042228	ileum
SAMN03323063	SRP042228	ileum
SAMN03323041	SRP042228	ileum
SAMN03323211	SRP042228	ileum
SAMN03323228	SRP042228	ileum
SAMN03323119	SRP042228	ileum
SAMN03323121	SRP042228	ileum
SAMN03323169	SRP042228	ileum
SAMN03323029	SRP042228	ileum
SAMN03322969	SRP042228	ileum
SAMN03323272	SRP042228	ileum
SAMN03322970	SRP042228	ileum
SAMN03323245	SRP042228	ileum
SAMN03323131	SRP042228	ileum
SAMN03323292	SRP042228	ileum
SAMN03323164	SRP042228	ileum
SAMN03323163	SRP042228	ileum
SAMN03322976	SRP042228	ileum
SAMN03323039	SRP042228	ileum
SAMN03323218	SRP042228	ileum
SAMN03323296	SRP042228	ileum
SAMN03323241	SRP042228	ileum
SAMN03323009	SRP042228	ileum
SAMN03323126	SRP042228	ileum
SAMN03323071	SRP042228	ileum
SAMN03323065	SRP042228	ileum
SAMN03323227	SRP042228	ileum
SAMN03323171	SRP042228	ileum
SAMN03323074	SRP042228	ileum
SAMN03323038	SRP042228	ileum
SAMN03323199	SRP042228	ileum
SAMN03323234	SRP042228	ileum
SAMN03323297	SRP042228	ileum
SAMN03322974	SRP042228	ileum
SAMN03323226	SRP042228	ileum
SAMN03323147	SRP042228	ileum
SAMN03323270	SRP042228	ileum
SAMN03323190	SRP042228	ileum
SAMN03323098	SRP042228	ileum
SAMN03323284	SRP042228	ileum
SAMN03323181	SRP042228	ileum
SAMN03323080	SRP042228	ileum
SAMN03323081	SRP042228	ileum
SAMN03323194	SRP042228	ileum
SAMN03323258	SRP042228	ileum
SAMN03323185	SRP042228	ileum
SAMN03323180	SRP042228	ileum
SAMN03323033	SRP042228	ileum
SAMN03323150	SRP042228	ileum
SAMN03323082	SRP042228	ileum
SAMN03323107	SRP042228	ileum
SAMN03323093	SRP042228	ileum
SAMN03323271	SRP042228	ileum
SAMN03323017	SRP042228	ileum
SAMN03323196	SRP042228	ileum
SAMN03323167	SRP042228	ileum
SAMN03323160	SRP042228	ileum
SAMN03323263	SRP042228	ileum
SAMN03323152	SRP042228	ileum
SAMN03323148	SRP042228	ileum
SAMN03323089	SRP042228	ileum
SAMN03323159	SRP042228	ileum
SAMN03323207	SRP042228	ileum
SAMN03323090	SRP042228	ileum
SAMN03323224	SRP042228	ileum
SAMN03322975	SRP042228	ileum
SAMN03323083	SRP042228	ileum
SAMN03323230	SRP042228	ileum
SAMN03323004	SRP042228	ileum
SAMN03323265	SRP042228	ileum
SAMN03323155	SRP042228	ileum
SAMN03323240	SRP042228	ileum
SAMN03323238	SRP042228	ileum
SAMN03323161	SRP042228	ileum
SAMN03322991	SRP042228	ileum
SAMN03323146	SRP042228	ileum
SAMN03323066	SRP042228	ileum
SAMN03323111	SRP042228	ileum
SAMN03323151	SRP042228	ileum
SAMN03323023	SRP042228	ileum
SAMN03323048	SRP042228	ileum
SAMN03323138	SRP042228	ileum
SAMN03323204	SRP042228	ileum
SAMN03323216	SRP042228	ileum
SAMN02799443	SRP042249	colon
SAMN02799442	SRP042249	colon
SAMN02799437	SRP042249	colon
SAMN02799439	SRP042249	colon
SAMN02799448	SRP042249	colon
SAMN02799447	SRP042249	colon
SAMN02799438	SRP042249	colon
SAMN02799441	SRP042249	colon
SAMN02799444	SRP042249	colon
SAMN02799446	SRP042249	colon
SAMN02799440	SRP042249	colon
SAMN02799445	SRP042249	colon
SAMN02799776	SRP042282	pancreas
SAMN02799783	SRP042282	pancreas
SAMN02799786	SRP042282	pancreas
SAMN02799802	SRP042282	pancreas
SAMN02799791	SRP042282	pancreas
SAMN02799787	SRP042282	pancreas
SAMN02799789	SRP042282	pancreas
SAMN02799790	SRP042282	pancreas
SAMN02799778	SRP042282	pancreas
SAMN02799796	SRP042282	pancreas
SAMN02799785	SRP042282	pancreas
SAMN02799779	SRP042282	pancreas
SAMN02799792	SRP042282	pancreas
SAMN02799788	SRP042282	pancreas
SAMN02799794	SRP042282	pancreas
SAMN02799797	SRP042282	pancreas
SAMN02799781	SRP042282	pancreas
SAMN02799803	SRP042282	pancreas
SAMN02799780	SRP042282	pancreas
SAMN02799795	SRP042282	pancreas
SAMN02799799	SRP042282	pancreas
SAMN02799800	SRP042282	pancreas
SAMN02799784	SRP042282	pancreas
SAMN02799798	SRP042282	pancreas
SAMN02799777	SRP042282	pancreas
SAMN02803911	SRP042402	colon cancer
SAMN02803909	SRP042402	colon cancer
SAMN02803913	SRP042402	colon cancer
SAMN02803912	SRP042402	colon cancer
SAMN02803916	SRP042402	colon cancer
SAMN02803915	SRP042402	colon cancer
SAMN02803910	SRP042402	colon cancer
SAMN02803914	SRP042402	colon cancer
SAMN02808340	SRP042596	PBMC
SAMN02808352	SRP042596	PBMC
SAMN02808339	SRP042596	PBMC
SAMN02808335	SRP042596	PBMC
SAMN02808374	SRP042596	PBMC
SAMN02808371	SRP042596	PBMC
SAMN02808366	SRP042596	PBMC
SAMN02808349	SRP042596	PBMC
SAMN02808345	SRP042596	PBMC
SAMN02808346	SRP042596	PBMC
SAMN02808334	SRP042596	PBMC
SAMN02808350	SRP042596	PBMC
SAMN02808379	SRP042596	PBMC
SAMN02808356	SRP042596	PBMC
SAMN02808341	SRP042596	PBMC
SAMN02808344	SRP042596	PBMC
SAMN02808337	SRP042596	PBMC
SAMN02808342	SRP042596	PBMC
SAMN02808354	SRP042596	PBMC
SAMN02808347	SRP042596	PBMC
SAMN02808355	SRP042596	PBMC
SAMN02808376	SRP042596	PBMC
SAMN02808353	SRP042596	PBMC
SAMN02808377	SRP042596	PBMC
SAMN02808373	SRP042596	PBMC
SAMN02808348	SRP042596	PBMC
SAMN02808338	SRP042596	PBMC
SAMN02808372	SRP042596	PBMC
SAMN02808378	SRP042596	PBMC
SAMN02808351	SRP042596	PBMC
SAMN02808336	SRP042596	PBMC
SAMN02808369	SRP042596	PBMC
SAMN02808361	SRP042596	PBMC
SAMN02808360	SRP042596	PBMC
SAMN02808365	SRP042596	PBMC
SAMN02808370	SRP042596	PBMC
SAMN02808359	SRP042596	PBMC
SAMN02808381	SRP042596	PBMC
SAMN02808367	SRP042596	PBMC
SAMN02808343	SRP042596	PBMC
SAMN02808380	SRP042596	PBMC
SAMN02808383	SRP042597	induced pluripotent stem cell
SAMN02808382	SRP042597	induced pluripotent stem cell
SAMN02808385	SRP042597	induced pluripotent stem cell
SAMN02808393	SRP042597	induced pluripotent stem cell
SAMN02808388	SRP042597	induced pluripotent stem cell
SAMN02808389	SRP042597	induced pluripotent stem cell
SAMN02808391	SRP042597	induced pluripotent stem cell
SAMN02808384	SRP042597	induced pluripotent stem cell
SAMN02808387	SRP042597	induced pluripotent stem cell
SAMN02808392	SRP042597	induced pluripotent stem cell
SAMN02808390	SRP042597	induced pluripotent stem cell
SAMN02808386	SRP042597	induced pluripotent stem cell
SAMN02821119	SRP042620	breast cancer
SAMN02821083	SRP042620	breast cancer
SAMN02820989	SRP042620	breast cancer
SAMN02821011	SRP042620	breast cancer
SAMN02821015	SRP042620	breast cancer
SAMN02821114	SRP042620	breast cancer
SAMN02821148	SRP042620	breast cancer
SAMN02821124	SRP042620	breast cancer
SAMN02821061	SRP042620	breast cancer
SAMN02821116	SRP042620	breast cancer
SAMN02821075	SRP042620	breast cancer
SAMN02821101	SRP042620	breast cancer
SAMN02821072	SRP042620	breast cancer
SAMN02821120	SRP042620	breast cancer
SAMN02821063	SRP042620	breast cancer
SAMN02821102	SRP042620	breast cancer
SAMN02821140	SRP042620	breast cancer
SAMN02820990	SRP042620	breast cancer
SAMN02820993	SRP042620	breast cancer
SAMN02821105	SRP042620	breast cancer
SAMN02821118	SRP042620	breast cancer
SAMN02821049	SRP042620	breast cancer
SAMN02821146	SRP042620	breast cancer
SAMN02820996	SRP042620	breast cancer
SAMN02821074	SRP042620	breast cancer
SAMN02821132	SRP042620	breast cancer
SAMN02821108	SRP042620	breast cancer
SAMN02821142	SRP042620	breast cancer
SAMN02821109	SRP042620	breast cancer
SAMN02821001	SRP042620	breast cancer
SAMN02821089	SRP042620	breast cancer
SAMN02821079	SRP042620	breast cancer
SAMN02821127	SRP042620	breast cancer
SAMN02821064	SRP042620	breast cancer
SAMN02821076	SRP042620	breast cancer
SAMN02821129	SRP042620	breast cancer
SAMN02821126	SRP042620	breast cancer
SAMN02821066	SRP042620	breast cancer
SAMN02821071	SRP042620	breast cancer
SAMN02821099	SRP042620	breast cancer
SAMN02821121	SRP042620	breast cancer
SAMN02820991	SRP042620	breast cancer
SAMN02821147	SRP042620	breast cancer
SAMN02820994	SRP042620	breast cancer
SAMN02821123	SRP042620	breast cancer
SAMN02821091	SRP042620	breast cancer
SAMN02821136	SRP042620	breast cancer
SAMN02821125	SRP042620	breast cancer
SAMN02821133	SRP042620	breast cancer
SAMN02820985	SRP042620	breast cancer
SAMN02821134	SRP042620	breast cancer
SAMN02821122	SRP042620	breast cancer
SAMN02821098	SRP042620	breast cancer
SAMN02820992	SRP042620	breast cancer
SAMN02821137	SRP042620	breast cancer
SAMN02821145	SRP042620	breast cancer
SAMN02821068	SRP042620	breast cancer
SAMN02821106	SRP042620	breast cancer
SAMN02821144	SRP042620	breast cancer
SAMN02821107	SRP042620	breast cancer
SAMN02821003	SRP042620	breast cancer
SAMN02820983	SRP042620	breast cancer
SAMN02821135	SRP042620	breast cancer
SAMN02821006	SRP042620	breast cancer
SAMN02821097	SRP042620	breast cancer
SAMN02821013	SRP042620	breast cancer
SAMN02821067	SRP042620	breast cancer
SAMN02821077	SRP042620	breast cancer
SAMN02821113	SRP042620	breast cancer
SAMN02821082	SRP042620	breast cancer
SAMN02821131	SRP042620	breast cancer
SAMN02821060	SRP042620	breast cancer
SAMN02821112	SRP042620	breast cancer
SAMN02821128	SRP042620	breast cancer
SAMN02821073	SRP042620	breast cancer
SAMN02821007	SRP042620	breast cancer
SAMN02821080	SRP042620	breast cancer
SAMN02821016	SRP042620	breast cancer
SAMN02821138	SRP042620	breast cancer
SAMN02821141	SRP042620	breast cancer
SAMN02821100	SRP042620	breast cancer
SAMN02821078	SRP042620	breast cancer
SAMN02820995	SRP042620	breast cancer
SAMN02821095	SRP042620	breast cancer
SAMN02821115	SRP042620	breast cancer
SAMN02820986	SRP042620	breast cancer
SAMN02821149	SRP042620	breast cancer
SAMN02821143	SRP042620	breast cancer
SAMN02821093	SRP042620	breast cancer
SAMN02821070	SRP042620	breast cancer
SAMN02820988	SRP042620	breast cancer
SAMN02821103	SRP042620	breast cancer
SAMN02821130	SRP042620	breast cancer
SAMN02821069	SRP042620	breast cancer
SAMN02820987	SRP042620	breast cancer
SAMN02821081	SRP042620	breast cancer
SAMN02821053	SRP042620	breast cancer
SAMN02821096	SRP042620	breast cancer
SAMN02821110	SRP042620	breast cancer
SAMN02821117	SRP042620	breast cancer
SAMN02821104	SRP042620	breast cancer
SAMN02821111	SRP042620	breast cancer
SAMN02820982	SRP042620	breast cancer
SAMN02821092	SRP042620	breast cancer
SAMN02821139	SRP042620	breast cancer
SAMN02821094	SRP042620	breast cancer
SAMN02821009	SRP042620	breast cancer
SAMN02821365	SRP042647	fibroblast
SAMN02821366	SRP042647	fibroblast
SAMN02821337	SRP042647	fibroblast
SAMN02821360	SRP042647	fibroblast
SAMN02821275	SRP042647	fibroblast
